選手名,best_nine,年齢,年数,身長,体重,年俸(推定),打率,試合,打席数,打数,得点,安打,二塁打,三塁打,本塁打,塁打,打点,盗塁,盗塁刺,犠打,犠飛,四球,敬遠,死球,三振,併殺打,出塁率,長打率,OPS,NOI,GPA,IsoP,IsoD,RC,RC27,XR,XR27,BABIP,SecA,TA,本塁打率,三振率,四球率,PSN,BB/K,守備_内野手,守備_外野手,守備_投手,守備_捕手,投打_右両,投打_右右,投打_右左,投打_左右,投打_左左
福浦　和也,0,36.0,18.0,183.0,88.0,10000.0,0.223,116.0,405.0,358.0,22.0,80.0,13.0,0.0,3.0,102.0,43.0,0.0,0.0,1.0,6.0,37.0,3.0,3.0,72.0,11.0,0.297,0.285,0.5820000000000001,0.392,0.205,0.061,0.07400000000000001,29.63,2.7,31.6,2.88,0.266,0.165,0.491,119.33,5.63,10.95,0.0,0.51,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
大松　尚逸,0,29.0,7.0,184.0,90.0,7800.0,0.213,64.0,200.0,183.0,10.0,39.0,6.0,0.0,2.0,51.0,16.0,0.0,0.0,0.0,2.0,13.0,0.0,2.0,44.0,5.0,0.27,0.27899999999999997,0.5489999999999999,0.363,0.191,0.066,0.057,12.39,2.22,13.38,2.39,0.266,0.13699999999999998,0.44299999999999995,91.5,4.55,15.38,0.0,0.3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
里崎　智也,0,35.0,13.0,175.0,88.0,12500.0,0.222,109.0,397.0,338.0,28.0,75.0,8.0,1.0,5.0,100.0,25.0,0.0,1.0,12.0,4.0,40.0,0.0,3.0,91.0,7.0,0.306,0.29600000000000004,0.602,0.405,0.212,0.07400000000000001,0.085,31.75,2.99,33.77,3.18,0.271,0.18899999999999997,0.524,67.6,4.36,9.93,0.0,0.44,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
塀内　久雄,0,30.0,12.0,180.0,82.0,1610.0,0.17800000000000002,35.0,50.0,45.0,4.0,8.0,2.0,0.0,0.0,10.0,2.0,0.0,0.0,3.0,0.0,2.0,0.0,0.0,11.0,0.0,0.213,0.222,0.435,0.287,0.151,0.044000000000000004,0.035,1.74,1.17,1.82,1.23,0.21600000000000005,0.08900000000000001,0.324,0.0,4.55,25.0,0.0,0.18,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
小池　翔大,0,23.0,1.0,183.0,86.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
カスティーヨ,0,30.0,2.0,186.0,90.0,1200.0,0.26899999999999996,86.0,356.0,331.0,31.0,89.0,13.0,1.0,5.0,119.0,34.0,0.0,0.0,0.0,2.0,18.0,1.0,5.0,45.0,10.0,0.315,0.36,0.674,0.434,0.231,0.091,0.046,35.62,3.79,35.23,3.74,0.297,0.145,0.563,66.2,7.91,19.78,0.0,0.4,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
根元　俊一,0,28.0,6.0,177.0,75.0,2230.0,0.228,68.0,167.0,149.0,11.0,34.0,3.0,0.0,2.0,43.0,11.0,0.0,1.0,5.0,0.0,12.0,0.0,1.0,38.0,2.0,0.29,0.289,0.579,0.386,0.203,0.06,0.062,12.14,2.66,12.45,2.73,0.281,0.134,0.466,74.5,4.39,13.92,0.0,0.32,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
高口　隆行,0,28.0,6.0,180.0,78.0,1200.0,0.045,38.0,24.0,22.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,6.0,0.0,0.087,0.045,0.132,0.102,0.05,0.0,0.042,-1.29,-1.58,-1.06,-1.3,0.059000000000000004,0.045,0.095,0.0,4.0,24.0,0.0,0.17,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
田中　雅彦,0,29.0,8.0,175.0,75.0,1500.0,0.209,30.0,72.0,67.0,5.0,14.0,4.0,0.0,0.0,18.0,2.0,0.0,0.0,2.0,0.0,3.0,0.0,0.0,16.0,1.0,0.243,0.26899999999999996,0.512,0.332,0.17600000000000002,0.06,0.034,3.77,1.82,3.71,1.79,0.264,0.10400000000000001,0.389,0.0,4.5,24.0,0.0,0.19,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
渡辺　正人,0,32.0,14.0,183.0,80.0,1210.0,0.171,54.0,120.0,105.0,10.0,18.0,3.0,1.0,1.0,26.0,10.0,0.0,0.0,6.0,0.0,5.0,0.0,4.0,30.0,0.0,0.237,0.248,0.484,0.319,0.168,0.076,0.065,5.93,1.72,6.37,1.85,0.213,0.124,0.402,105.0,4.0,24.0,0.0,0.17,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
翔太,0,20.0,2.0,180.0,78.0,570.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
金　泰均,0,29.0,2.0,184.0,100.0,15000.0,0.25,31.0,119.0,104.0,7.0,26.0,5.0,0.0,1.0,34.0,14.0,0.0,0.0,0.0,1.0,12.0,0.0,2.0,23.0,4.0,0.336,0.327,0.6629999999999999,0.445,0.233,0.077,0.086,11.35,3.69,11.49,3.74,0.309,0.192,0.585,104.0,5.17,9.92,0.0,0.52,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
江村　直也,0,19.0,1.0,176.0,83.0,600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
神戸　拓光,0,26.0,5.0,191.0,98.0,1210.0,0.2,22.0,45.0,40.0,3.0,8.0,2.0,0.0,0.0,10.0,2.0,0.0,0.0,1.0,0.0,4.0,0.0,0.0,11.0,0.0,0.273,0.25,0.523,0.35600000000000004,0.185,0.05,0.073,2.83,2.32,2.87,2.35,0.267,0.15,0.43799999999999994,0.0,4.09,11.25,0.0,0.36,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
青野　毅,0,28.0,11.0,178.0,83.0,1350.0,0.0,5.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.33299999999999996,0.0,0.33299999999999996,0.33299999999999996,0.15,0.0,0.33299999999999996,0.1,1.39,0.15,2.03,0.0,0.5,0.5,0.0,3.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
細谷　圭,0,23.0,6.0,182.0,84.0,700.0,0.121,22.0,60.0,58.0,2.0,7.0,1.0,1.0,2.0,16.0,5.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,28.0,2.0,0.136,0.276,0.41100000000000003,0.228,0.13,0.155,0.015,0.43,0.22,0.97,0.49,0.172,0.172,0.321,29.0,2.14,60.0,0.0,0.04,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
角中　勝也,0,24.0,5.0,180.0,80.0,700.0,0.266,51.0,171.0,154.0,9.0,41.0,5.0,1.0,0.0,48.0,10.0,2.0,0.0,1.0,3.0,9.0,0.0,4.0,30.0,2.0,0.318,0.312,0.629,0.42200000000000004,0.221,0.045,0.051,16.42,3.73,16.92,3.84,0.32,0.11699999999999999,0.5479999999999999,0.0,5.7,19.0,0.0,0.3,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
金澤　岳,0,27.0,9.0,180.0,82.0,740.0,0.071,21.0,29.0,28.0,0.0,2.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,11.0,0.0,0.069,0.071,0.14,0.09300000000000001,0.049,0.0,-0.002,-1.63,-1.63,-1.06,-1.06,0.111,0.0,0.077,0.0,2.64,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
青松　敬鎔,0,25.0,7.0,185.0,83.0,500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
宮本　裕司,0,28.0,4.0,182.0,85.0,440.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
南　竜介,0,30.0,12.0,186.0,88.0,1500.0,0.179,32.0,43.0,39.0,5.0,7.0,1.0,1.0,1.0,13.0,3.0,1.0,0.0,2.0,0.0,1.0,0.0,1.0,10.0,0.0,0.22,0.33299999999999996,0.5529999999999999,0.331,0.182,0.154,0.04,3.03,2.4,3.18,2.53,0.2,0.205,0.5,39.0,4.3,43.0,1.0,0.1,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
岡田　幸文,0,27.0,3.0,177.0,70.0,1000.0,0.267,144.0,635.0,577.0,68.0,154.0,7.0,4.0,0.0,169.0,35.0,41.0,11.0,20.0,1.0,28.0,0.0,9.0,66.0,5.0,0.311,0.293,0.603,0.408,0.213,0.026000000000000002,0.044000000000000004,58.46,3.43,57.86,3.4,0.289,0.127,0.5379999999999999,0.0,9.62,22.68,0.0,0.42,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
的場　直樹,0,34.0,12.0,179.0,87.0,1600.0,0.18600000000000005,27.0,74.0,70.0,2.0,13.0,1.0,0.0,0.0,14.0,3.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,24.0,1.0,0.20800000000000002,0.2,0.408,0.275,0.14400000000000002,0.013999999999999999,0.023,1.54,0.69,1.79,0.81,0.271,0.028999999999999998,0.276,0.0,3.08,74.0,0.0,0.04,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
早坂　圭介,0,27.0,9.0,176.0,63.0,1350.0,0.22399999999999998,22.0,65.0,58.0,7.0,13.0,0.0,1.0,0.0,15.0,3.0,3.0,0.0,4.0,0.0,3.0,0.0,0.0,15.0,2.0,0.262,0.259,0.521,0.349,0.183,0.034,0.038,3.8,2.01,3.85,2.04,0.27699999999999997,0.138,0.447,0.0,4.33,21.67,0.0,0.2,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
定岡　卓摩,0,25.0,7.0,180.0,85.0,500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
高濱　卓也,0,23.0,5.0,184.0,84.0,820.0,0.0,2.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.32,-2.84,-0.29,-2.61,0.0,0.0,0.0,0.0,1.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
清田　育宏,0,26.0,3.0,180.0,85.0,2600.0,0.281,87.0,292.0,253.0,28.0,71.0,15.0,2.0,3.0,99.0,29.0,5.0,5.0,3.0,2.0,34.0,1.0,0.0,46.0,5.0,0.363,0.391,0.755,0.494,0.261,0.111,0.083,36.48,5.0,35.73,4.9,0.325,0.245,0.693,84.33,6.35,8.59,3.75,0.74,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
今岡　誠,0,38.0,16.0,185.0,83.0,1500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
サブロー,0,36.0,18.0,181.0,90.0,13000.0,0.239,137.0,560.0,476.0,52.0,114.0,28.0,0.0,7.0,163.0,52.0,0.0,0.0,0.0,4.0,78.0,1.0,2.0,105.0,12.0,0.34600000000000003,0.342,0.6890000000000001,0.461,0.242,0.10300000000000001,0.107,60.01,4.29,60.47,4.32,0.29100000000000004,0.267,0.65,68.0,5.33,7.18,0.0,0.74,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
荻野　貴司,0,27.0,3.0,172.0,75.0,2250.0,0.22399999999999998,61.0,187.0,165.0,18.0,37.0,5.0,0.0,1.0,45.0,8.0,13.0,3.0,6.0,0.0,11.0,0.0,5.0,17.0,0.0,0.293,0.273,0.5660000000000001,0.384,0.2,0.048,0.069,15.79,3.11,15.94,3.14,0.235,0.17600000000000002,0.542,165.0,11.0,17.0,1.86,0.65,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
伊志嶺　翔大,0,24.0,2.0,179.0,79.0,3000.0,0.2,24.0,64.0,60.0,8.0,12.0,2.0,0.0,0.0,14.0,1.0,1.0,1.0,1.0,0.0,3.0,0.0,0.0,14.0,1.0,0.23800000000000002,0.233,0.47100000000000003,0.316,0.165,0.033,0.038,2.43,1.28,2.56,1.36,0.255,0.083,0.34,0.0,4.57,21.33,0.0,0.21,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
井口　資仁,0,38.0,12.0,178.0,91.0,18000.0,0.255,140.0,578.0,505.0,58.0,129.0,30.0,1.0,11.0,194.0,60.0,3.0,1.0,0.0,4.0,53.0,3.0,16.0,99.0,11.0,0.34299999999999997,0.384,0.727,0.47100000000000003,0.25,0.129,0.087,68.62,4.73,68.17,4.7,0.29600000000000004,0.23800000000000002,0.6829999999999999,45.91,5.84,10.91,4.71,0.54,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
今江　敏晃,0,29.0,11.0,180.0,88.0,14700.0,0.253,136.0,501.0,446.0,45.0,113.0,21.0,3.0,6.0,158.0,47.0,0.0,3.0,23.0,8.0,19.0,0.0,5.0,37.0,15.0,0.287,0.354,0.6409999999999999,0.405,0.218,0.10099999999999999,0.033,42.19,2.98,43.64,3.08,0.247,0.13699999999999998,0.51,74.33,13.54,26.37,0.0,0.51,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
福浦　和也,0,37.0,19.0,183.0,88.0,10000.0,0.25,84.0,199.0,180.0,5.0,45.0,3.0,0.0,0.0,48.0,25.0,0.0,0.0,1.0,2.0,15.0,1.0,1.0,27.0,3.0,0.308,0.267,0.575,0.397,0.205,0.017,0.057999999999999996,15.27,2.92,15.81,3.03,0.28800000000000003,0.1,0.46399999999999997,0.0,7.37,13.27,0.0,0.56,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
大松　尚逸,0,30.0,8.0,184.0,93.0,6300.0,0.198,89.0,275.0,258.0,15.0,51.0,9.0,0.0,5.0,75.0,22.0,0.0,0.0,3.0,3.0,9.0,0.0,2.0,46.0,7.0,0.228,0.29100000000000004,0.519,0.325,0.175,0.09300000000000001,0.03,13.85,1.7,15.56,1.91,0.21600000000000005,0.128,0.402,51.6,5.98,30.56,0.0,0.2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
里崎　智也,0,36.0,14.0,175.0,94.0,15000.0,0.244,120.0,439.0,385.0,35.0,94.0,12.0,0.0,9.0,133.0,41.0,0.0,1.0,14.0,3.0,33.0,2.0,4.0,80.0,11.0,0.308,0.345,0.654,0.423,0.225,0.10099999999999999,0.064,40.06,3.38,40.95,3.46,0.272,0.184,0.5579999999999999,42.78,5.49,13.3,0.0,0.41,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
塀内　久雄,0,31.0,13.0,180.0,82.0,1450.0,0.11800000000000001,61.0,20.0,17.0,1.0,2.0,0.0,1.0,0.0,4.0,2.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,4.0,0.0,0.16699999999999998,0.235,0.402,0.245,0.134,0.11800000000000001,0.049,0.11,0.17,0.26,0.39,0.133,0.059000000000000004,0.25,0.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
小池　翔大,0,24.0,2.0,183.0,86.0,900.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1,-2.7,-0.09,-2.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
工藤　隆人,0,31.0,8.0,171.0,73.0,1940.0,0.16699999999999998,24.0,6.0,6.0,4.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.16699999999999998,0.16699999999999998,0.33299999999999996,0.222,0.11699999999999999,0.0,0.0,0.19,1.04,0.22,1.19,0.2,0.16699999999999998,0.4,0.0,6.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
根元　俊一,0,29.0,7.0,177.0,77.0,2230.0,0.27899999999999997,133.0,584.0,512.0,58.0,143.0,25.0,4.0,9.0,203.0,41.0,6.0,6.0,40.0,0.0,31.0,0.0,1.0,98.0,7.0,0.322,0.396,0.718,0.45399999999999996,0.244,0.11699999999999999,0.042,65.04,4.16,62.68,4.01,0.301,0.17800000000000002,0.615,56.89,5.96,18.84,7.2,0.32,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
鈴木　大地,0,23.0,1.0,175.0,79.0,1300.0,0.27399999999999997,62.0,160.0,135.0,16.0,37.0,5.0,1.0,0.0,44.0,11.0,0.0,0.0,10.0,1.0,13.0,0.0,1.0,23.0,1.0,0.34,0.326,0.6659999999999999,0.449,0.23399999999999999,0.052000000000000005,0.066,16.57,4.07,16.3,4.0,0.301,0.14800000000000002,0.586,0.0,6.96,12.31,0.0,0.57,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
田中　雅彦,0,30.0,9.0,175.0,75.0,1580.0,0.205,50.0,95.0,83.0,10.0,17.0,2.0,0.0,0.0,19.0,8.0,1.0,0.0,4.0,0.0,7.0,1.0,1.0,17.0,2.0,0.275,0.22899999999999998,0.504,0.35100000000000003,0.18100000000000002,0.024,0.07,5.02,1.88,5.09,1.91,0.243,0.12,0.41200000000000003,0.0,5.59,13.57,0.0,0.41,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
渡辺　正人,0,33.0,15.0,183.0,85.0,1390.0,0.0,2.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.31,-2.77,-0.28,-2.52,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
翔太,0,21.0,3.0,180.0,78.0,570.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
江村　直也,0,20.0,2.0,176.0,83.0,580.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
神戸　拓光,0,27.0,6.0,191.0,98.0,1150.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
青野　毅,0,29.0,12.0,178.0,83.0,1220.0,0.125,15.0,20.0,16.0,2.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,3.0,0.0,0.222,0.125,0.34700000000000003,0.264,0.131,0.0,0.09699999999999999,0.34,0.58,0.48,0.81,0.133,0.063,0.28600000000000003,0.0,6.67,20.0,0.0,0.33,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
細谷　圭,0,24.0,7.0,182.0,84.0,730.0,0.13,19.0,28.0,23.0,2.0,3.0,1.0,0.0,1.0,7.0,3.0,0.0,1.0,1.0,1.0,3.0,0.0,0.0,10.0,1.0,0.222,0.304,0.527,0.324,0.17600000000000002,0.174,0.092,0.95,1.06,1.52,1.71,0.14300000000000002,0.261,0.409,23.0,2.8,9.33,0.0,0.3,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
角中　勝也,1,25.0,6.0,180.0,80.0,1000.0,0.312,128.0,525.0,477.0,51.0,149.0,30.0,5.0,3.0,198.0,61.0,8.0,4.0,1.0,4.0,38.0,0.0,5.0,68.0,9.0,0.366,0.415,0.782,0.505,0.26899999999999996,0.10300000000000001,0.054000000000000006,72.62,5.67,69.53,5.43,0.355,0.191,0.718,159.0,7.72,13.82,4.36,0.56,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
金澤　岳,0,28.0,10.0,180.0,82.0,740.0,0.25,13.0,17.0,16.0,0.0,4.0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6.0,0.0,0.294,0.313,0.607,0.39799999999999996,0.21,0.063,0.044000000000000004,1.49,3.35,1.43,3.22,0.4,0.125,0.5,0.0,2.83,17.0,0.0,0.17,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
青松　敬鎔,0,26.0,8.0,185.0,83.0,500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
ホワイトセル,0,30.0,3.0,186.0,99.0,2400.0,0.309,63.0,257.0,223.0,24.0,69.0,13.0,0.0,9.0,109.0,43.0,0.0,1.0,0.0,1.0,29.0,0.0,4.0,75.0,2.0,0.397,0.489,0.8859999999999999,0.56,0.301,0.179,0.087,43.15,7.37,41.89,7.16,0.429,0.305,0.898,24.78,3.43,8.86,0.0,0.39,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
南　竜介,0,31.0,13.0,186.0,88.0,1400.0,0.22699999999999998,11.0,29.0,22.0,1.0,5.0,1.0,0.0,0.0,6.0,2.0,1.0,0.0,1.0,0.0,6.0,0.0,0.0,7.0,0.0,0.39299999999999996,0.273,0.6659999999999999,0.484,0.245,0.045,0.166,3.4,5.1,3.39,5.09,0.313,0.364,0.765,0.0,4.14,4.83,0.0,0.86,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
岡田　幸文,0,28.0,4.0,177.0,70.0,3200.0,0.262,131.0,482.0,431.0,53.0,113.0,5.0,3.0,0.0,124.0,18.0,23.0,14.0,25.0,2.0,18.0,0.0,6.0,47.0,4.0,0.3,0.28800000000000003,0.5870000000000001,0.396,0.207,0.026000000000000002,0.038,37.89,2.82,38.3,2.85,0.275,0.08800000000000001,0.467,0.0,10.26,26.78,0.0,0.38,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
的場　直樹,0,35.0,13.0,179.0,87.0,1500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
早坂　圭介,0,28.0,10.0,176.0,63.0,1400.0,0.0,68.0,13.0,11.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,1.0,1.0,0.0,5.0,0.0,0.083,0.0,0.083,0.083,0.038,0.0,0.083,-0.79,-1.64,-0.7,-1.45,0.0,0.182,0.16699999999999998,0.0,2.6,13.0,0.0,0.2,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
高濱　卓也,0,24.0,6.0,184.0,84.0,820.0,0.214,6.0,14.0,14.0,1.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.214,0.214,0.429,0.28600000000000003,0.15,0.0,0.0,0.1,0.22,0.12,0.27,0.25,0.0,0.25,0.0,7.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
清田　育宏,0,27.0,4.0,180.0,85.0,3000.0,0.255,68.0,223.0,184.0,23.0,47.0,9.0,2.0,3.0,69.0,18.0,3.0,2.0,6.0,2.0,29.0,0.0,2.0,51.0,5.0,0.359,0.375,0.7340000000000001,0.484,0.256,0.12,0.10400000000000001,26.04,4.63,26.21,4.66,0.319,0.28300000000000003,0.701,61.33,4.37,7.69,3.0,0.57,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
根元　俊一,0,30.0,8.0,177.0,77.0,4500.0,0.262,123.0,559.0,485.0,72.0,127.0,20.0,0.0,8.0,171.0,45.0,9.0,1.0,14.0,3.0,52.0,0.0,5.0,85.0,7.0,0.33799999999999997,0.353,0.69,0.455,0.24,0.091,0.076,62.51,4.41,62.28,4.39,0.29100000000000004,0.214,0.645,60.63,6.58,10.75,8.47,0.61,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
